channel,title,picked,auto_topics,minutes,url,views,video_id
CrashCourse,What does Machiavellian mean?,,statistics & data,13.0,https://www.youtube.com/watch?v=cX7mAZJRrpE,137000,cX7mAZJRrpE
CrashCourse,How Do Religious Texts Work?: Crash Course Religions #14,,,11.1,https://www.youtube.com/watch?v=G_Ws8snRg-A,162000,G_Ws8snRg-A
CrashCourse,What Are the Rules of War? Just War Theory,,,12.1,https://www.youtube.com/watch?v=VNbpj4rs3Hw,116000,VNbpj4rs3Hw
CrashCourse,Is Atheism a Religion?: Crash Course Religions #13,,,11.9,https://www.youtube.com/watch?v=CZXFZAxX3UA,254000,CZXFZAxX3UA
CrashCourse,"Confucianism, Buddhism, and Daoism: Chinese Popular Religion",,,12.8,https://www.youtube.com/watch?v=JJ7fTJb6RHc,291000,JJ7fTJb6RHc
CrashCourse,"Identity politics: the good, the bad, and the… hotly contested",,,11.7,https://www.youtube.com/watch?v=PeoEfYtz1Ws,109000,PeoEfYtz1Ws
CrashCourse,Religions of the African Diaspora: Crash Course Religions #11,,,11.1,https://www.youtube.com/watch?v=eWQrjBoT8BA,195000,eWQrjBoT8BA
CrashCourse,What Does Liberalism Mean?,,statistics & data,12.4,https://www.youtube.com/watch?v=crBi4dPUFQc,163000,crBi4dPUFQc
CrashCourse,The History and Practice of Islam on Earth and Beyond: Crash Course Religions #10,,history,11.7,https://www.youtube.com/watch?v=vpQyrDs0Tmo,306000,vpQyrDs0Tmo
CrashCourse,"Where Did Democracy Come From, and Does It Still Work?",,,12.1,https://www.youtube.com/watch?v=qz2-X1LrOPg,179000,qz2-X1LrOPg
CrashCourse,"Sacrifice, Redemption, and Miracles: The Story of Christianity: Crash Course Religions #9",,history,12.9,https://www.youtube.com/watch?v=y8xyZbbSWWg,328000,y8xyZbbSWWg
CrashCourse,Crash Course Political Theory Preview,,,2.6,https://www.youtube.com/watch?v=LU7flL6Q0f8,162000,LU7flL6Q0f8
CrashCourse,What Does it Mean to Be Jewish: Crash Course Religions #8,,statistics & data,13.2,https://www.youtube.com/watch?v=g9b48p9NaYc,497000,g9b48p9NaYc
CrashCourse,Can a River Be A Person? | Indigenous Traditions: Crash Course Religions #7,,,12.0,https://www.youtube.com/watch?v=52dfLZFY_sY,167000,52dfLZFY_sY
CrashCourse,"Life, the Universe, and the Buddha: Crash Course Religions #6",,,11.2,https://www.youtube.com/watch?v=e8FLcGEXsO0,595000,e8FLcGEXsO0
CrashCourse,The Infinite Stories of Hinduism: Crash Course Religions #5,,numbers,11.5,https://www.youtube.com/watch?v=Yw-1HeEIf5M,402000,Yw-1HeEIf5M
CrashCourse,What’s the Difference Between Religion and Magic? | Crash Course Religions #4,,,12.8,https://www.youtube.com/watch?v=68WPYhpIWx4,257000,68WPYhpIWx4
CrashCourse,What is the Future of Art?,,,11.5,https://www.youtube.com/watch?v=eTlGeL6Yeas,60000,eTlGeL6Yeas
CrashCourse,What's the Difference Between Cults and Religion?: Crash Course Religions #3,,,10.4,https://www.youtube.com/watch?v=6Pn2enNmtFI,461000,6Pn2enNmtFI
CrashCourse,"The Importance of Preserving, Restoring, & Conserving Art",,,10.6,https://www.youtube.com/watch?v=ttlLyA-WEcc,72000,ttlLyA-WEcc
CrashCourse,How Many Religions Are There?: Crash Course Religions #2,,,12.0,https://www.youtube.com/watch?v=GxGe4oIiPcE,286000,GxGe4oIiPcE
CrashCourse,Does Defacing Art = Activism?,,,9.9,https://www.youtube.com/watch?v=KmwQn-8nsyE,61000,KmwQn-8nsyE
CrashCourse,How It All Ends | Crash Course Pods: The Universe #11,,,74.2,https://www.youtube.com/watch?v=JYomnAwVgl0,71000,JYomnAwVgl0
CrashCourse,What Even IS a Religion?: Crash Course Religions #1,,,11.9,https://www.youtube.com/watch?v=2RVSmLxyDpM,350000,2RVSmLxyDpM
CrashCourse,Why Is Art So Expensive?,,,11.0,https://www.youtube.com/watch?v=AocmtHefhMI,67000,AocmtHefhMI
CrashCourse,Crash Course Religions Preview,,,3.4,https://www.youtube.com/watch?v=O77IFewBxcg,349000,O77IFewBxcg
CrashCourse,Is AI-Generated Art Original? (Authenticity & Originality),,AI & machine learning; history,11.2,https://www.youtube.com/watch?v=Rxms0gWUmMs,93000,Rxms0gWUmMs
CrashCourse,The Future | Crash Course Pods: The Universe #10,,,58.4,https://www.youtube.com/watch?v=6ObaEBT-gtQ,52000,6ObaEBT-gtQ
CrashCourse,"Graffiti, Street Art & Murals: What We Learn from Public Art",,,10.2,https://www.youtube.com/watch?v=zJbmhwVmh94,118000,zJbmhwVmh94
CrashCourse,Why Is Everyone So Mad About Public Art?,,,11.4,https://www.youtube.com/watch?v=KHhM8WIlijc,65000,KHhM8WIlijc
CrashCourse,The Cosmos and Us | Crash Course Pods: The Universe #9,,,56.9,https://www.youtube.com/watch?v=eJrer5pRrk0,51000,eJrer5pRrk0
CrashCourse,"How a Banana Sold for $150,000 : Modern Art",,,12.1,https://www.youtube.com/watch?v=VbfIGVhRups,83000,VbfIGVhRups
CrashCourse,What's the Difference Between Art & Design?,,design & accessibility,11.5,https://www.youtube.com/watch?v=dZmkPmfW0XA,101000,dZmkPmfW0XA
CrashCourse,Life In Our Universe | Crash Course Pods: The Universe #8,,,62.2,https://www.youtube.com/watch?v=h6rT770qqxo,65000,h6rT770qqxo
CrashCourse,"Who Gets to Be a ""Real"" Artist? (Amateur & Outsider Art): Crash Course Art History #13",,history,11.5,https://www.youtube.com/watch?v=KGYy7UBf3mQ,87000,KGYy7UBf3mQ
CrashCourse,Origins of Color (Trade & Exchange): Crash Course Art History #12,,colour & images; history,10.3,https://www.youtube.com/watch?v=WFO8iUyXlCQ,74000,WFO8iUyXlCQ
CrashCourse,What’s Keeping the Stars Apart | Crash Course Pods: The Universe #7,,,60.1,https://www.youtube.com/watch?v=ZEYH_SxKwrU,66000,ZEYH_SxKwrU
CrashCourse,Biology and You: The Dr. Sammy Show: Crash Course Biology #50,,,12.4,https://www.youtube.com/watch?v=SyHM1gFyP8Y,50000,SyHM1gFyP8Y
CrashCourse,Bodies in Art: Crash Course Art History #11,,history,13.0,https://www.youtube.com/watch?v=-AKudjxdbQw,138000,-AKudjxdbQw
CrashCourse,Animal Behavior: Why This Toad Is Bad at Jumping: Crash Course Biology #49,,,11.6,https://www.youtube.com/watch?v=9R_6FoM1cog,55000,9R_6FoM1cog
CrashCourse,The Story of Dark Matter | Crash Course Pods: The Universe #6,,history,68.2,https://www.youtube.com/watch?v=MKX1k0kOYMU,105000,MKX1k0kOYMU
CrashCourse,How Communities Make Art: Crash Course Art History #10,,history,11.1,https://www.youtube.com/watch?v=KXjxN3t_BNY,62000,KXjxN3t_BNY
CrashCourse,"Gender, Sex, & Sexuality: What’s the Difference?: Crash Course Biology #48",,,13.6,https://www.youtube.com/watch?v=P8scg_XAgZQ,174000,P8scg_XAgZQ
CrashCourse,The Hidden Meanings in Nature Art: Crash Course Art History #9,,history,11.4,https://www.youtube.com/watch?v=Z21elmpg-W0,87000,Z21elmpg-W0
CrashCourse,Black Holes | Crash Course Pods: The Universe #5,,,65.1,https://www.youtube.com/watch?v=56mHhm0TCak,99000,56mHhm0TCak
CrashCourse,Sexual & Asexual Reproduction: How Animals Do It: Crash Course Biology #47,,,12.3,https://www.youtube.com/watch?v=ruZqnWHINWE,186000,ruZqnWHINWE
CrashCourse,How Do Religions Use Art?: Crash Course Art History #8,,history,11.1,https://www.youtube.com/watch?v=HCWzzZFCwag,110000,HCWzzZFCwag
CrashCourse,Nervous & Endocrine Systems: What Really Happens When You Step on a Lego: Crash Course Biology #46,,games & puzzles,10.5,https://www.youtube.com/watch?v=NKpkU4-Sf9A,97000,NKpkU4-Sf9A
CrashCourse,How Does Art Tell Stories? : Crash Course Art History #7,,history,10.0,https://www.youtube.com/watch?v=IoHsju75rKc,101000,IoHsju75rKc
CrashCourse,When The Stars Turned On | Crash Course Pods: The Universe #4,,,58.2,https://www.youtube.com/watch?v=VYbhDmqkF5s,85000,VYbhDmqkF5s
CrashCourse,"Animal Defense Systems: How Skin, Snot, and Cells Keep Us Healthy: Crash Course Biology #45",,,11.8,https://www.youtube.com/watch?v=Nb6oWRnvBDw,52000,Nb6oWRnvBDw
CrashCourse,What Is Good Art? : Crash Course Art History #6,,history,11.6,https://www.youtube.com/watch?v=PFEFBY-cQhE,136000,PFEFBY-cQhE
CrashCourse,Should We Separate Art from the Artist?: Crash Course Art History #5,,history,11.2,https://www.youtube.com/watch?v=N5XU87zxTyk,162000,N5XU87zxTyk
CrashCourse,The Dark Ages of the Cosmos | Crash Course Pods: The Universe #3,,,52.2,https://www.youtube.com/watch?v=DITO5RVk2gI,96000,DITO5RVk2gI
CrashCourse,Animal Infrastructure: Why You’re More Than Goo: Crash Course Biology #44,,,12.4,https://www.youtube.com/watch?v=gAWYROgu4JU,43000,gAWYROgu4JU
CrashCourse,How Animals Turn Resources Into Waste: The Poop Episode: Crash Course Biology #43,,,12.4,https://www.youtube.com/watch?v=kjZAHBMMKoU,53000,kjZAHBMMKoU
CrashCourse,What Makes an Artist “Great”? : Crash Course Art History #4,,history,11.5,https://www.youtube.com/watch?v=rT6QV0dWJG4,189000,rT6QV0dWJG4
CrashCourse,Why We Can Exist | Crash Course Pods: The Universe #2,,,44.4,https://www.youtube.com/watch?v=qOa8djo1uLc,137000,qOa8djo1uLc
CrashCourse,Plant Anatomy & Physiology: Plants Are Hardcore: Crash Course Biology #42,,simulation,13.1,https://www.youtube.com/watch?v=pvVvCt6Kdp8,119000,pvVvCt6Kdp8
CrashCourse,The History of Museums: Crash Course Art History #3,,history,12.3,https://www.youtube.com/watch?v=hfKymoH9XTc,146000,hfKymoH9XTc
CrashCourse,Multicellular Function: Why We Aren’t Just One Big Cell: Crash Course Biology #41,,,12.9,https://www.youtube.com/watch?v=5dF11sRMWo4,84000,5dF11sRMWo4
CrashCourse,The First Fraction of a Second | Crash Course Pods: The Universe #1,,,48.6,https://www.youtube.com/watch?v=mqRF8jTF74c,267000,mqRF8jTF74c
CrashCourse,Bioinformatics: How Data Saves Lives: Crash Course Biology #40,,statistics & data,11.4,https://www.youtube.com/watch?v=o-WFU5ovaTc,71000,o-WFU5ovaTc
CrashCourse,How to Look at Art: Crash Course Art History #2,,history,11.3,https://www.youtube.com/watch?v=YHcX_nuyQPc,198000,YHcX_nuyQPc
CrashCourse,A Podcast About The Entire History Of The Universe,,history,2.2,https://www.youtube.com/watch?v=L5YO9nmojo4,121000,L5YO9nmojo4
CrashCourse,Viruses & Vaccines: How Do Vaccines Work?: Crash Course Biology 39,,cryptography,12.8,https://www.youtube.com/watch?v=xSbMX0MFJCY,183000,xSbMX0MFJCY
CrashCourse,Why We Study Art: Crash Course Art History #1,,history,12.1,https://www.youtube.com/watch?v=t6Wc7OMks4U,354000,t6Wc7OMks4U
CrashCourse,Bacterial DNA & Genetics: Crash Course Biology #38,,,10.4,https://www.youtube.com/watch?v=Y1LKHx_GrsY,108000,Y1LKHx_GrsY
CrashCourse,Crash Course Art History Preview,,history,2.5,https://www.youtube.com/watch?v=T6RJUzuVq4w,237000,T6RJUzuVq4w
CrashCourse,Genetic Mutations: Is Drinking Milk a Super Power?: Crash Course Biology #37,,,13.3,https://www.youtube.com/watch?v=8HfzUgxumVE,202000,8HfzUgxumVE
CrashCourse,How Genes Express Themselves: Crash Course Biology #36,,,11.6,https://www.youtube.com/watch?v=NeeaP8pp9HI,191000,NeeaP8pp9HI
CrashCourse,The Deadliest Infectious Disease of All Time | Crash Course Lecture,,,50.0,https://www.youtube.com/watch?v=7D-gxaie6UI,3800000,7D-gxaie6UI
CrashCourse,Translation: How RNA Gets Translated into Protein Power: Crash Course Biology #35,,,12.8,https://www.youtube.com/watch?v=6ulXau2HyHg,359000,6ulXau2HyHg
CrashCourse,Transcription: How mRNA Helped Save Lives: Crash Course Biology #34,,,12.3,https://www.youtube.com/watch?v=j6YaOqKORYY,262000,j6YaOqKORYY
CrashCourse,DNA Structure & Replication: Our Instruction Manual for Existing: Crash Course Biology #33,,how computers work,12.8,https://www.youtube.com/watch?v=4YNDB_zSzfE,344000,4YNDB_zSzfE
CrashCourse,Genetic Traits: Nature? Nurture? Not That Simple: Crash Course Biology #32,,,12.6,https://www.youtube.com/watch?v=9zwq8N4Ufd8,156000,9zwq8N4Ufd8
CrashCourse,Intro to Genetics: Why Your Cat Looks Like That: Crash Course Biology #31,,,11.8,https://www.youtube.com/watch?v=YnJPbphsoMY,223000,YnJPbphsoMY
CrashCourse,Black American History Arts & Culture | Compilation,,history,73.2,https://www.youtube.com/watch?v=bfH3fkIsc5U,26000,bfH3fkIsc5U
CrashCourse,Meiosis: Why Are All Humans Unique?: Crash Course Biology #30,,,12.8,https://www.youtube.com/watch?v=pj1oFx42d48,415000,pj1oFx42d48
CrashCourse,Mitosis & the Cell Cycle: How Cells Clone Themselves: Crash Course Biology #29,,,11.2,https://www.youtube.com/watch?v=skPOXcVvS5c,715000,skPOXcVvS5c
CrashCourse,Photosynthesis: The Original Solar Power: Crash Course Biology #28,,colour & images; history,13.1,https://www.youtube.com/watch?v=-ZRsLhaukn8,281000,-ZRsLhaukn8
CrashCourse,Cellular Respiration: Do Cells Breathe?: Crash Course Biology #27,,,14.0,https://www.youtube.com/watch?v=HeO3yagexTw,485000,HeO3yagexTw
CrashCourse,Chemical Reactions in Biology: Crash Course Biology #26,,,13.4,https://www.youtube.com/watch?v=62cN8Z5Velo,177000,62cN8Z5Velo
CrashCourse,Why Do Cells Need to Communicate?: Crash Course Biology #25,,,11.2,https://www.youtube.com/watch?v=p15KSbNxb28,193000,p15KSbNxb28
CrashCourse,Cell Membranes: How Does Stuff Get Into Your Cells?: Crash Course Biology #24,,,13.3,https://www.youtube.com/watch?v=9Ia8zH-qMZw,284000,9Ia8zH-qMZw
CrashCourse,A Tour of the Cell: Crash Course Biology #23,,,13.9,https://www.youtube.com/watch?v=jsDxw63QqK0,841000,jsDxw63QqK0
CrashCourse,Microscopes: How We See What We Can't See: Crash Course Biology #22,,,13.0,https://www.youtube.com/watch?v=V66WBvI7Ufw,177000,V66WBvI7Ufw
CrashCourse,The Unexpected Truth About Water: Crash Course Biology #21,,,12.9,https://www.youtube.com/watch?v=zheKWEkW94o,201000,zheKWEkW94o
CrashCourse,Carbon & Biological Molecules: What is Life Made Of?: Crash Course Biology #20,,logic,13.9,https://www.youtube.com/watch?v=y7raEBOvLwU,362000,y7raEBOvLwU
CrashCourse,Human Evolution: We Didn't Evolve From Chimps: Crash Course Biology #19,,simulation,12.8,https://www.youtube.com/watch?v=TmNHk7kIxr8,1000000,TmNHk7kIxr8
CrashCourse,"Biological Diversity, Butts, and the Tree of Life: Crash Course Biology #18",,logic,13.2,https://www.youtube.com/watch?v=Aa1dGBKgGVc,122000,Aa1dGBKgGVc
CrashCourse,Phylogeny: How We're All Related: Crash Course Biology #17,,,13.8,https://www.youtube.com/watch?v=YM6Ekb5De2o,197000,YM6Ekb5De2o
CrashCourse,Evolutionary History: The Timeline of Life: Crash Course Biology #16,,history; simulation,13.2,https://www.youtube.com/watch?v=4mxJbgdiyIY,298000,4mxJbgdiyIY
CrashCourse,Speciation: Where Do Species Come From?: Crash Course Biology #15,,,12.9,https://www.youtube.com/watch?v=WAUX8dXu6aw,173000,WAUX8dXu6aw
CrashCourse,Population Genetics: Why do we have different skin colors?: Crash Course Biology #14,,colour & images,12.9,https://www.youtube.com/watch?v=4joZpdXeS4A,198000,4joZpdXeS4A
CrashCourse,Natural Selection: Life's Way of Stayin' Alive: Crash Course Biology #13,,maths in society,12.7,https://www.youtube.com/watch?v=i-VeKZeyHZs,167000,i-VeKZeyHZs
CrashCourse,Microevolution: What's An Allele Got to Do With It?: Crash Course Biology #12,,simulation,12.5,https://www.youtube.com/watch?v=fBOrzQP423A,138000,fBOrzQP423A
CrashCourse,The Future of Botany: Crash Course Botany #15,,,12.6,https://www.youtube.com/watch?v=eLt9itd3KhA,65000,eLt9itd3KhA
CrashCourse,Intro to Evolution: What We Can Learn From a Giraffe's Neck: Crash Course Biology #11,,simulation,14.0,https://www.youtube.com/watch?v=2TSIUt-lHyo,146000,2TSIUt-lHyo
CrashCourse,Can Planting Trees Fix Climate Change? (Plants & Biomes): Crash Course Botany #14,,simulation,12.7,https://www.youtube.com/watch?v=FlkHfAWadaM,63000,FlkHfAWadaM
CrashCourse,Conservation Biology: Sixth Mass Extinction?: Crash Course Biology #10,,,13.9,https://www.youtube.com/watch?v=IALw687nswo,101000,IALw687nswo
CrashCourse,How We ALL Get Our Energy (Plants & Ecosystems): Crash Course Botany #13,,simulation,13.7,https://www.youtube.com/watch?v=oZtUFJAJ3lU,56000,oZtUFJAJ3lU
CrashCourse,The Effects of Climate Change: Crash Course Biology #9,,,12.3,https://www.youtube.com/watch?v=HsAUGbUgx6Y,151000,HsAUGbUgx6Y
CrashCourse,The Secret Social Lives of Plants (Population & Community Ecology): Crash Course Botany #12,,cryptography; programming practice; simulation,13.4,https://www.youtube.com/watch?v=b8avl_V8Jbo,57000,b8avl_V8Jbo
CrashCourse,What is Climate Change?: Crash Course Biology #8,,,14.0,https://www.youtube.com/watch?v=Y1mPWVzaGQY,276000,Y1mPWVzaGQY
CrashCourse,GMOs are Nothing New: Plant Breeding & Gene Editing: Crash Course Botany #11,,simulation,14.1,https://www.youtube.com/watch?v=5ryUVuISxzg,82000,5ryUVuISxzg
CrashCourse,Population Ecology: How We Saved the Bald Eagle: Crash Course Biology #7,,,13.7,https://www.youtube.com/watch?v=KfHYN6tZnpU,157000,KfHYN6tZnpU
CrashCourse,What Do Pea Plants Have To Do With Your Eye Color? (Mendelian Genetics): Crash Course Botany #10,,colour & images; simulation,13.9,https://www.youtube.com/watch?v=Ox4bHA9fGGY,162000,Ox4bHA9fGGY
CrashCourse,Community Ecology: Interspecies Interactions: Crash Course Biology #6,,programming practice,14.7,https://www.youtube.com/watch?v=yGYnwMSflBU,158000,yGYnwMSflBU
CrashCourse,Why Do Flowers Exist? (Gymnosperms & Angiosperms): Crash Course Botany #9,,,14.3,https://www.youtube.com/watch?v=tnIi9fzXPXk,132000,tnIi9fzXPXk
CrashCourse,Why Don't These Plants Need Seeds? (Moss and Ferns): Crash Course Botany #8,,simulation,13.6,https://www.youtube.com/watch?v=usKrCTtArNc,121000,usKrCTtArNc
CrashCourse,Intro to Ecology: Why Did All These Elephants Die?: Crash Course Biology #5,,probability; simulation,14.4,https://www.youtube.com/watch?v=aO3Yp45zmw8,184000,aO3Yp45zmw8
CrashCourse,How Life is Organized: Crash Course Biology #4,,,14.0,https://www.youtube.com/watch?v=cjR5zPrVjTc,247000,cjR5zPrVjTc
CrashCourse,How Do We Categorize Plants?: Crash Course Botany #7,,simulation,13.4,https://www.youtube.com/watch?v=rrLZPDGNr6w,90000,rrLZPDGNr6w
CrashCourse,How Did Plants Evolve?: Crash Course Botany #6,,simulation,14.8,https://www.youtube.com/watch?v=ciGqnGFWqBs,135000,ciGqnGFWqBs
CrashCourse,What Biologists Do: Crash Course Biology #3,,,12.6,https://www.youtube.com/watch?v=rgZhDoPgzK8,208000,rgZhDoPgzK8
CrashCourse,Photosynthesis and Cellular Respiration: Crash Course Botany #5,,colour & images,13.0,https://www.youtube.com/watch?v=WzOrF5W4l3Q,395000,WzOrF5W4l3Q
CrashCourse,What Do These Creepy Plant Mouths Do? (Plant Tissues): Crash Course Botany #4,,simulation,12.7,https://www.youtube.com/watch?v=pqosCR6J2qo,111000,pqosCR6J2qo
CrashCourse,The Scientific Method: Crash Course Biology #2,,,15.2,https://www.youtube.com/watch?v=xOLcZMw0hd4,719000,xOLcZMw0hd4
CrashCourse,Introduction to Biology: Crash Course Biology #1,,,13.4,https://www.youtube.com/watch?v=tZE_fQFK8EY,1400000,tZE_fQFK8EY
CrashCourse,Plant Cells & Hormones: Crash Course Botany #3,,simulation,13.0,https://www.youtube.com/watch?v=y9BLCfcUcFg,162000,y9BLCfcUcFg
CrashCourse,What Are Plants Made Of? Crash Course Botany #2,,simulation,16.5,https://www.youtube.com/watch?v=9AEzixu_xZk,227000,9AEzixu_xZk
CrashCourse,Crash Course Biology Preview,,,4.3,https://www.youtube.com/watch?v=PWGBqskV1UQ,540000,PWGBqskV1UQ
CrashCourse,What is Botany? Crash Course Botany #1,,,13.7,https://www.youtube.com/watch?v=2th5lAd-77A,563000,2th5lAd-77A
CrashCourse,Crash Course Botany Preview!,,,3.3,https://www.youtube.com/watch?v=WACSnwKby2Y,217000,WACSnwKby2Y
CrashCourse,How Can We Respond to Climate Change?: Crash Course Climate & Energy #12,,,14.1,https://www.youtube.com/watch?v=3p51wKUuwOU,75000,3p51wKUuwOU
CrashCourse,The Hidden Price of Climate Change: Crash Course Climate & Energy #11,,,13.7,https://www.youtube.com/watch?v=ML70W4O6F4E,68000,ML70W4O6F4E
CrashCourse,International Climate Agreements: Crash Course Climate & Energy #10,,,13.5,https://www.youtube.com/watch?v=Z5YvjG4lTpQ,64000,Z5YvjG4lTpQ
CrashCourse,Are Natural Disasters Actually Natural? (Climate Justice): Crash Course Climate & Energy #9,,,14.7,https://www.youtube.com/watch?v=7ODrQW0vSmA,79000,7ODrQW0vSmA
CrashCourse,How Will Climate Change Continue to Affect Us?: Crash Course Climate & Energy #8,,,14.4,https://www.youtube.com/watch?v=eVUuwHGLIYo,83000,eVUuwHGLIYo
CrashCourse,Can We Capture Greenhouse Gases?: Crash Course Climate & Energy #7,,,13.4,https://www.youtube.com/watch?v=bjIXPPlg1TQ,71000,bjIXPPlg1TQ
CrashCourse,Can We Gas Up... Without Gas?: Crash Course Climate & Energy #6,,,14.2,https://www.youtube.com/watch?v=1-YtC3nwWwU,78000,1-YtC3nwWwU
CrashCourse,Can We Keep Warm and Stay Cool Without Fossil Fuels?: Crash Course Climate & Energy #5,,,14.0,https://www.youtube.com/watch?v=3yH5TuLYRcs,83000,3yH5TuLYRcs
CrashCourse,How Can We Store Renewable Energy?: Crash Course Climate & Energy #4,,,13.1,https://www.youtube.com/watch?v=rDkaZWirNME,120000,rDkaZWirNME
CrashCourse,Can We Make Electricity Without Fossil Fuels?: Crash Course Climate & Energy #3,,,12.9,https://www.youtube.com/watch?v=pT7vRUGeEtA,158000,pT7vRUGeEtA
CrashCourse,Why Do We Release So Much Gas?: Crash Course Climate & Energy #2,,,14.1,https://www.youtube.com/watch?v=Q26Z4JWVZvk,106000,Q26Z4JWVZvk
CrashCourse,What is Climate Change?: Crash Course Climate & Energy #1,,,13.1,https://www.youtube.com/watch?v=9PFhrpyWV-w,268000,9PFhrpyWV-w
CrashCourse,Crash Course Climate & Energy Preview,,,4.1,https://www.youtube.com/watch?v=dhFlDkES6Ws,127000,dhFlDkES6Ws
CrashCourse,Black Lives Matter: Crash Course Black American History #51,,history,13.3,https://www.youtube.com/watch?v=i_OU4EcWQ6I,262000,i_OU4EcWQ6I
CrashCourse,Barack Obama: Crash Course Black American History #50,,history,14.8,https://www.youtube.com/watch?v=VKWEwBxDd9k,204000,VKWEwBxDd9k
CrashCourse,Hurricane Katrina: Crash Course Black American History #49,,history,15.1,https://www.youtube.com/watch?v=VmqZvlj07-w,295000,VmqZvlj07-w
CrashCourse,The Future of Public Health: Crash Course Public Health #10,,,12.8,https://www.youtube.com/watch?v=VvRr0oL6s_E,110000,VvRr0oL6s_E
CrashCourse,Toni Morrison: Crash Course Black American History #48,,history,12.0,https://www.youtube.com/watch?v=CbzLFgW_Wgc,138000,CbzLFgW_Wgc
CrashCourse,Global Health: Crash Course Public Health #9,,,15.5,https://www.youtube.com/watch?v=2rfRk_mTf7M,134000,2rfRk_mTf7M
CrashCourse,How Laws Affect Your Health: Crash Course Public Health #8,,,13.9,https://www.youtube.com/watch?v=Z08sh4PN8Lc,93000,Z08sh4PN8Lc
CrashCourse,Rap and Hip Hop: Crash Course Black American History #47,,history,14.9,https://www.youtube.com/watch?v=RHCA5b9TkVg,536000,RHCA5b9TkVg
CrashCourse,Which Healthcare System is Best? Crash Course Public Health #7,,,12.8,https://www.youtube.com/watch?v=vxvhGj9fA3g,145000,vxvhGj9fA3g
CrashCourse,Intro to Epidemiology: Crash Course Public Health #6,,,14.8,https://www.youtube.com/watch?v=_luU3I03JwE,347000,_luU3I03JwE
CrashCourse,Anita Hill and Clarence Thomas: Crash Course Black American History #46,,history,12.2,https://www.youtube.com/watch?v=t_uMce7lK94,109000,t_uMce7lK94
CrashCourse,Stress is Bad for Your Health: Crash Course Public Health #5,,,13.1,https://www.youtube.com/watch?v=rKaG9VaM0pw,131000,rKaG9VaM0pw
CrashCourse,Los Angeles Uprisings: Crash Course Black American History #45,,history,12.5,https://www.youtube.com/watch?v=prKS4YsSnmE,139000,prKS4YsSnmE
CrashCourse,How Society Affects Your Health: Crash Course Public Health #4,,,13.8,https://www.youtube.com/watch?v=CcdSeqqMR5M,114000,CcdSeqqMR5M
CrashCourse,How the Environment Affects Your Health: Crash Course Public Health #3,,,14.4,https://www.youtube.com/watch?v=g3vf0I_j9kk,151000,g3vf0I_j9kk
CrashCourse,How Your Biology Affects Your Health: Crash Course Public Health #2,,,12.7,https://www.youtube.com/watch?v=SzsifG0UvTM,122000,SzsifG0UvTM
CrashCourse,Jesse Jackson: Crash Course Black American History #44,,history,11.5,https://www.youtube.com/watch?v=C2vl1mixqLU,105000,C2vl1mixqLU
CrashCourse,What is Public Health? Crash Course Public Health #1,,,12.7,https://www.youtube.com/watch?v=5aww-Bpgkf4,256000,5aww-Bpgkf4
CrashCourse,Shirley Chisholm: Crash Course Black American History #43,,history,11.8,https://www.youtube.com/watch?v=ATfkyVN7M5c,122000,ATfkyVN7M5c
CrashCourse,Crash Course Public Health Preview!,,,4.7,https://www.youtube.com/watch?v=PjdJ19ugXzQ,117000,PjdJ19ugXzQ
CrashCourse,Celebration and Lifelong Learning | How to College | Crash Course,,,8.0,https://www.youtube.com/watch?v=ItlvHgot7MQ,,ItlvHgot7MQ
CrashCourse,The War on Drugs: Crash Course Black American History #42,,history,13.1,https://www.youtube.com/watch?v=shGpC_WVDQk,293000,shGpC_WVDQk
CrashCourse,Finances After College | How to College | Crash Course,,,8.7,https://www.youtube.com/watch?v=wlM0WTPNup0,,wlM0WTPNup0
CrashCourse,After College | How to College | Crash Course,,,9.6,https://www.youtube.com/watch?v=i4XTHxWBOXs,,i4XTHxWBOXs
CrashCourse,Marsha P. Johnson and the Stonewall Rebellion: Crash Course Black American History #41,,history,12.0,https://www.youtube.com/watch?v=ftcvaJCKVjs,177000,ftcvaJCKVjs
CrashCourse,How to Graduate | How to College | Crash Course,,,9.5,https://www.youtube.com/watch?v=V16qfhdIK6M,,V16qfhdIK6M
CrashCourse,Your Mental Health in College | How to College | Crash Course,,,9.1,https://www.youtube.com/watch?v=l_9PchV6PIc,,l_9PchV6PIc
CrashCourse,Women and the Black Power Movement: Crash Course Black American History #40,,history,11.1,https://www.youtube.com/watch?v=j-OMR3h4Isw,178000,j-OMR3h4Isw
CrashCourse,How to Work in College | Crash Course | How to College,,,8.1,https://www.youtube.com/watch?v=rnjeJxO_vs4,,rnjeJxO_vs4
CrashCourse,How to Transfer Colleges | Crash Course | How to College,,,8.7,https://www.youtube.com/watch?v=-RQdkW-em-g,,-RQdkW-em-g
CrashCourse,The Black Panther Party: Crash Course Black American History #39,,history,13.8,https://www.youtube.com/watch?v=ao0Jozn_7HM,618000,ao0Jozn_7HM
CrashCourse,Finding Your Place | How to College | Crash Course,,,8.4,https://www.youtube.com/watch?v=8Nkxbovj96U,,8Nkxbovj96U
CrashCourse,Choosing a Specialization | Crash Course | How to College,,,9.3,https://www.youtube.com/watch?v=pTyMNvoBbSk,,pTyMNvoBbSk
