year,month,day,temp_c,max_c,min_c,sunlight_kwh_m2
2025,12,4,5.86,7.74,5.09,0.9343
2025,12,5,8.16,10.79,5.7,0.1039
2025,12,6,9.31,10.42,7.61,0.3401
2025,12,7,9.37,10.99,7.53,0.222
2025,12,8,9.97,11.25,8.63,0.8074
2025,12,9,11.59,13.89,8.91,0.3948
2025,12,10,9.01,9.89,8.38,0.5892
2025,12,11,9.71,11.38,6.0,0.2611
2025,12,12,6.53,8.85,4.81,0.8688
2025,12,13,8.34,10.67,5.69,0.3065
2025,12,14,11.37,12.05,10.42,0.2844
2025,12,15,7.4,9.37,6.1,0.6139
2025,12,16,5.71,7.19,3.84,0.9096
2025,12,17,9.37,11.52,7.17,0.2614
2025,12,18,7.89,9.92,5.21,0.2376
2025,12,19,7.48,8.32,6.79,0.7452
2025,12,20,8.57,9.8,7.44,0.4356
2025,12,21,8.35,9.28,6.84,0.6257
2025,12,22,9.4,10.66,8.24,0.2918
2025,12,23,8.65,9.37,7.75,0.3038
2025,12,24,6.44,7.64,4.74,0.743
2025,12,25,5.33,6.86,4.1,0.6509
2025,12,26,5.62,7.14,4.81,0.5525
2025,12,27,6.27,7.34,5.23,0.8196
2025,12,28,6.62,7.46,5.8,0.2227
2025,12,29,6.04,7.0,5.56,0.2167
2025,12,30,5.78,7.36,3.98,0.5719
2025,12,31,2.8,4.49,1.29,0.5038
