name,discovered,method,orbit_days,radius_earths,distance_ly
UZ For c,2011,Eclipse Timing Variations,1916.2,,781.5
HD 63765 b,2011,Radial Velocity,358.0,14.2,106.1
TOI-7008 b,2026,Transit,0.84069,4.95,1338.8
Kepler-1038 c,2021,Transit,7.1277,1.42,1905.2
TOI-3877 b,2025,Transit,4.1236,11.68,1610.5
Kepler-1699 b,2020,Transit,3.4908,1.57,2670.4
HD 143105 b,2016,Radial Velocity,2.1974,13.7,152.6
HD 191939 e,2022,Radial Velocity,101.12,13.0,174.8
Kepler-1569 b,2016,Transit,5.7918,1.68,3083.7
Kepler-859 b,2016,Transit,20.382,3.09,2739.4
HD 83443 b,2002,Radial Velocity,2.9856,14.1,133.4
Kepler-106 b,2014,Transit,6.1649,0.82,1449.2
Kepler-834 b,2016,Transit,13.324,2.02,2067.6
K2-249 b,2018,Transit,12.409,2.79,1701.6
Kepler-454 c,2015,Radial Velocity,524.19,12.9,753.0
HD 33283 b,2006,Radial Velocity,18.199,12.5,293.1
Kepler-169 e,2014,Transit,13.767,2.2,1325.9
GJ 536 b,2016,Radial Velocity,8.7087,2.41,34.0
Kepler-37 e,2014,Transit,51.196,0.37,208.5
Kepler-37 b,2013,Transit,13.367,0.31,208.5
TOI-2236 b,2022,Transit,3.5316,14.37,1159.8
HD 159868 c,2012,Radial Velocity,351.0,14.0,182.2
Kepler-1665 b,2020,Transit,11.955,2.84,1094.3
HIP 111909 b,2025,Radial Velocity,487.08,13.7,287.3
Kepler-1125 b,2016,Transit,17.67,1.84,6560.3
Kepler-384 b,2014,Transit,22.597,1.12,2921.3
HD 37605 b,2004,Radial Velocity,55.013,13.2,152.6
Kepler-1618 b,2016,Transit,6.1083,1.26,4009.3
Kepler-352 d,2021,Transit,6.8873,0.81,824.3
K2-148 c,2018,Transit,6.9226,1.73,405.9
NGTS-9 b,2019,Transit,4.4353,11.99,1986.7
Kepler-584 b,2016,Transit,35.181,4.21,6030.1
Kepler-92 b,2013,Transit,13.749,3.51,1559.0
TOI-277 b,2022,Transit,3.994,2.65,210.9
EPIC 212297394 b,2019,Transit,2.2894,1.48,1364.6
TIC 67686059 b,2026,Transit,3.5216,2.59,812.8
K2-270 b,2018,Transit,1.5431,1.38,914.9
TIC 160113658 b,2026,Transit,6.7295,3.49,652.8
Kepler-533 b,2016,Transit,28.511,3.38,988.1
VHS J125601.92-125723.9 b,2015,Imaging,5800000.0,13.67,41.4
HD 23079 c,2025,Radial Velocity,5.7489,2.8,109.1
Kepler-55 e,2014,Transit,4.6175,1.55,1887.8
GJ 887 b,2020,Radial Velocity,9.2619,1.8,10.7
Kepler-1467 b,2016,Transit,47.057,3.3,2781.7
Kepler-199 c,2014,Transit,67.093,3.25,1699.4
HD 222076 b,2016,Radial Velocity,871.0,13.5,297.3
Kepler-282 b,2014,Transit,9.2205,1.01,4362.7
K2-388 b,2022,Transit,6.3393,3.9,947.5
TOI-1224 b,2024,Transit,4.1783,2.1,121.8
Kepler-623 b,2016,Transit,9.071,3.01,2406.1
WASP-176 b,2020,Transit,3.8991,16.87,1853.9
Kepler-363 d,2014,Transit,11.932,2.05,2487.3
HD 4917 b,2018,Radial Velocity,400.5,13.5,666.3
KOBE-1 c,2025,Radial Velocity,29.671,3.56,78.2
Kepler-970 b,2016,Transit,16.737,2.61,1081.4
HAT-P-70 b,2019,Transit,2.7443,20.96,1078.7
Kepler-943 b,2016,Transit,49.77,5.93,7503.3
Kepler-10 b,2011,Transit,0.83749,1.47,605.0
Kepler-271 d,2016,Transit,5.2497,0.66,1319.4
TOI-1233.01,2021,Transit,14.176,2.54,210.7
HD 221585 b,2016,Radial Velocity,1173.0,13.5,182.2
TIC 18942729 b,2026,Transit,0.99818,2.0,375.6
HD 22496 b,2021,Radial Velocity,5.0907,2.22,44.3
Kepler-1640 b,2016,Transit,7.5844,4.82,6065.8
Kepler-589 c,2021,Transit,3.5247,1.12,1998.7
Kepler-647 b,2016,Transit,16.225,1.17,3548.2
Gaia-1 b,2022,Transit,3.0525,13.78,1186.1
Kepler-1527 b,2016,Transit,160.13,4.77,6008.2
Kepler-1980 b,2023,Transit,33.026,2.21,5575.3
TOI-122 b,2020,Transit,5.078,2.72,202.6
HATS-52 b,2017,Transit,1.3667,15.49,1810.6
Kepler-250 d,2014,Transit,17.648,2.18,2480.7
Kepler-1298 b,2016,Transit,7.1281,1.31,1774.8
Kepler-1361 b,2016,Transit,3.5755,0.86,1269.2
Kepler-619 b,2016,Transit,5.4043,3.16,2937.6
K2-99 b,2016,Transit,18.248,11.88,1693.5
TOI-532 b,2021,Transit,2.3267,5.82,440.5
HD 210277 b,1998,Radial Velocity,442.19,13.6,69.5
Kepler-178 b,2014,Transit,9.5767,2.9,2335.4
Kepler-1604 b,2016,Transit,0.68368,1.41,1765.1
Kepler-984 b,2016,Transit,43.034,2.12,1500.9
HD 13724 c,2022,Radial Velocity,142.23,8.18,141.8
Kepler-1286 b,2016,Transit,11.254,2.15,4417.7
Kepler-318 b,2014,Transit,4.6627,4.71,1595.4
Kepler-732 b,2016,Transit,9.4678,2.18,570.2
HIP 109600 b,2016,Radial Velocity,232.08,13.2,216.4
Kepler-407 b,2014,Transit,0.66931,1.19,1103.6
GJ 1148 c,2017,Radial Velocity,532.58,9.71,35.9
Kepler-897 b,2016,Transit,8.0473,2.39,4955.1
Kepler-435 b,2015,Transit,8.6002,22.31,4627.4
HD 184010 d,2022,Radial Velocity,836.4,14.3,198.3
WASP-70 A b,2014,Transit,3.713,13.05,725.2
TOI-1798.01,2024,Transit,8.0215,2.45,369.1
TOI-444 b,2023,Transit,17.964,2.77,187.2
TOI-2202 b,2021,Transit,11.913,10.95,769.5
TrES-1 b,2004,Transit,3.0301,12.67,520.7
Kepler-1052 c,2023,Transit,180.92,2.3,3077.1
Kepler-206 b,2014,Transit,7.782,1.2,1938.8
Kepler-763 b,2016,Transit,1.1966,1.22,3139.1
Kepler-155 b,2014,Transit,5.9312,2.09,957.3
ups And c,1999,Radial Velocity,241.26,12.3,43.7
NGTS-34 b,2025,Transit,43.127,3.65,392.9
K2-274 b,2018,Transit,14.133,2.08,744.7
DH Tau b,2004,Imaging,,30.26,439.8
HD 200964 c,2010,Radial Velocity,852.5,13.7,236.8
TOI-1011 b,2025,Transit,2.4705,1.45,171.6
Kepler-1583 b,2016,Transit,9.3281,0.6,1317.5
HATS-32 b,2016,Transit,2.8127,14.0,2430.2
ZTF J1828+2308 b,2025,Transit,0.11201,11.13,658.3
Kepler-1876 b,2021,Transit,6.992,0.85,847.8
TOI-6564 b,2026,Transit,3.9854,16.4,624.2
K2-219 c,2018,Transit,6.6677,1.44,1061.3
HD 37124 b,2002,Radial Velocity,154.38,14.0,103.3
Kepler-881 b,2016,Transit,4.4445,1.78,4485.2
TOI-333 b,2025,Transit,3.7853,4.26,1148.9
Kepler-60 c,2012,Transit,8.9187,1.9,3343.4
Kepler-665 b,2016,Transit,16.013,2.6,1998.8
Kepler-1848 b,2021,Transit,5.604,1.41,1010.1
TOI-2096 c,2023,Transit,6.3878,1.91,158.1
Kepler-1698 b,2020,Transit,1.2107,1.07,725.2
HIP 14810 c,2006,Radial Velocity,147.75,13.6,164.6
HD 25463 c,2023,Transit,3.044,1.36,148.8
Kepler-1869 c,2023,Transit,1.7168,0.74,368.6
Kepler-292 b,2014,Transit,2.5808,1.32,3445.8
Kepler-33 b,2011,Transit,5.6679,1.74,3943.7
Kepler-601 b,2016,Transit,5.3789,1.9,1353.0
TOI-1347 b,2024,Transit,0.84742,1.8,481.0
K2-417 b,2023,Transit,6.535,3.31,306.7
Kepler-1020 b,2016,Transit,96.915,2.28,1354.7
Kepler-1346 b,2016,Transit,3.4017,1.58,2751.8
TOI-1750 b,2026,Transit,11.337,2.79,529.9
HD 180314 b,2010,Radial Velocity,394.73,12.0,399.1
Kepler-181 c,2014,Transit,4.3021,1.99,1987.2
Kepler-953 c,2016,Transit,9.1097,1.19,844.4
TOI-1696 b,2022,Transit,2.5003,3.09,211.7
TIC 77552382 b,2026,Transit,3.5103,5.69,1217.9
HD 96167 b,2009,Radial Velocity,498.04,14.0,278.2
Kepler-1770 b,2021,Transit,16.842,2.84,1901.3
Kepler-292 e,2014,Transit,11.979,2.67,3445.8
Kepler-154 b,2014,Transit,33.041,2.26,2985.0
Kepler-1660 AB b,2023,Eclipse Timing Variations,239.5,12.9,3876.5
Kepler-379 b,2014,Transit,20.098,1.66,2385.1
HAT-P-33 b,2011,Transit,3.4745,20.74,1291.9
Kepler-567 b,2016,Transit,16.543,2.25,1822.6
KIC 8121913 b,2021,Orbital Brightness Modulation,3.2946,13.4,2306.9
K2-198 d,2019,Transit,7.45,2.44,360.6
Kepler-176 e,2016,Transit,51.166,1.45,1719.9
HD 109246 b,2010,Radial Velocity,68.27,13.9,221.2
TOI-5489 c,2025,Transit,4.9213,1.28,147.1
K2-415 b,2023,Transit,4.018,1.01,71.2
Kepler-800 b,2016,Transit,14.132,2.85,3324.4
Kepler-327 c,2014,Transit,5.2123,1.03,789.3
Kepler-28 c,2011,Transit,8.99,1.86,1429.7
K2-271 b,2018,Transit,8.5624,7.28,1841.0
KMT-2018-BLG-0748L b,2020,Microlensing,,9.01,23809.4
KMT-2024-BLG-1870L b,2026,Microlensing,,13.8,17873.3
KMT-2017-BLG-0849L b,2024,Microlensing,,2.41,23548.5
Kepler-1418 b,2016,Transit,22.476,1.66,1627.5
OGLE-2016-BLG-0613L AB b,2017,Microlensing,,13.0,11121.9
TOI-1694 c,2023,Radial Velocity,386.25,13.8,406.7
HD 9446 c,2009,Radial Velocity,192.9,13.4,164.2
MASCARA-4 b,2020,Transit,2.8241,16.98,556.7
Kepler-1846 b,2021,Transit,14.82,1.76,1221.8
HD 147873 b,2016,Radial Velocity,116.6,12.8,355.7
Kepler-224 e,2014,Transit,18.644,1.97,2550.8
Kepler-1670 b,2020,Transit,20.5,3.36,6738.3
Kepler-92 c,2013,Transit,26.723,2.6,1559.0
Kepler-1799 b,2021,Transit,11.93,4.13,7353.8
KMT-2021-BLG-0736L b,2025,Microlensing,,4.86,22830.9
PSR B1620-26 b,2003,Pulsar Timing,,13.3,
TYC 8998-760-1 b,2020,Imaging,,21.18,308.6
OGLE-2017-BLG-1434L b,2018,Microlensing,,1.94,2804.9
KMT-2019-BLG-2783L b,2023,Microlensing,,13.7,19275.8
OGLE-2016-BLG-1093L b,2022,Microlensing,,14.0,26483.9
MOA-2010-BLG-117L b,2018,Microlensing,,14.2,11415.5
OGLE-2006-BLG-109L b,2008,Microlensing,1788.5,14.0,4925.0
OGLE-2012-BLG-0406L b,2013,Microlensing,,13.2,16210.0
Kepler-1265 b,2016,Transit,6.4944,1.35,1903.6
HD 332231 b,2020,Transit,18.712,9.07,263.1
HD 233604 b,2013,Radial Velocity,192.0,12.7,2762.7
Kepler-1591 b,2016,Transit,8.185,1.27,4630.0
HD 22532 b,2022,Radial Velocity,872.6,13.4,525.7
TOI-7189 b,2026,Transit,2.8906,10.9,626.5
TOI-7265 B b,2026,Transit,4.1723,10.7,469.6
KMT-2021-BLG-0322L b,2021,Microlensing,,12.7,21526.3
MOA-2016-BLG-526L b,2024,Microlensing,,3.97,22602.6
TOI-6695 c,2025,Radial Velocity,242.4,13.6,921.5
Kepler-249 b,2014,Transit,3.3065,1.09,621.0
OGLE-2018-BLG-1185L b,2021,Microlensing,,2.83,24135.5
WISEP J121756.91+162640.2 A b,2012,Imaging,,10.47,32.9
KMT-2024-BLG-0176L b,2026,Microlensing,,14.0,27201.4
KMT-2021-BLG-1150L b,2023,Microlensing,,13.9,12393.9
KMT-2017-BLG-1146L b,2019,Microlensing,,14.0,21200.1
MOA-2007-BLG-400L b,2008,Microlensing,,13.5,22472.1
UZ For b,2011,Eclipse Timing Variations,5840.0,,781.5
TWA 7 b,2025,Imaging,,12.7,110.9
Kepler-1222 b,2016,Transit,1.9169,0.79,1354.3
Kepler-463 b,2016,Transit,8.981,3.05,1287.7
TOI-2337 b,2022,Transit,2.9943,10.09,1748.3
HD 202206 c,2004,Radial Velocity,1299.2,13.1,149.9
MOA-2010-BLG-477L b,2012,Microlensing,,13.6,7501.6
OGLE-2017-BLG-1522L b,2018,Microlensing,,14.0,24429.1
Kepler-566 b,2016,Transit,18.428,2.15,1840.4
Kepler-1224 b,2016,Transit,13.324,1.33,1825.2
WASP-149 b,2025,Transit,1.3328,15.24,690.6
KMT-2019-BLG-1042L b,2022,Microlensing,,9.05,21526.3
KMT-2019-BLG-0298L b,2023,Microlensing,,13.4,21885.1
WASP-60 b,2012,Transit,4.305,9.86,1405.9
KMT-2019-BLG-0371L b,2021,Microlensing,,12.6,22863.5
TOI-5916 b,2026,Transit,2.3671,11.8,651.4
OGLE-2017-BLG-1237L b,2024,Microlensing,,13.0,19667.2
OGLE-2017-BLG-0640L b,2024,Microlensing,,13.5,21624.1
MXB 1658-298 b,2017,Eclipse Timing Variations,760.0,12.0,
KMT-2018-BLG-0029L b,2020,Microlensing,,2.67,11024.1
Kepler-619 c,2016,Transit,1.2085,1.69,2937.6
Kepler-186 b,2014,Transit,3.8868,1.07,579.2
K2-183 d,2018,Transit,22.62,2.3,1073.2
Kepler-1677 b,2020,Transit,22.064,2.7,2398.5
KMT-2018-BLG-0087L b,2022,Microlensing,,10.1,22896.2
KOI-55 c,2011,Orbital Brightness Modulation,0.34289,0.87,4015.0
KMT-2024-BLG-1044L b,2024,Microlensing,,2.7,23287.5
KMT-2019-BLG-0297L b,2023,Microlensing,,12.1,10078.2
OGLE-2012-BLG-0724L b,2016,Microlensing,,14.3,21852.5
TOI-603 b,2026,Transit,16.18,7.37,671.6
Kepler-1620 b,2016,Transit,101.95,1.61,2919.3
KMT-2019-BLG-0578L b,2025,Microlensing,,13.7,23809.4
Kepler-85 e,2014,Transit,25.217,1.27,2495.2
TOI-2128 b,2024,Transit,16.341,2.09,119.3
Kepler-1693 c,2021,Transit,5.3637,0.98,2479.0
TOI-5174 b,2022,Transit,12.214,5.35,643.3
WASP-172 b,2018,Transit,5.4774,17.6,1755.1
Kepler-403 b,2014,Transit,7.0315,1.25,2740.6
KMT-2022-BLG-2286L b,2024,Microlensing,,12.1,23874.6
Kepler-1493 b,2016,Transit,15.022,1.41,1810.3
OGLE-2019-BLG-0249L b,2023,Microlensing,,12.7,20776.1
Kepler-137 c,2014,Transit,18.736,1.88,988.2
TOI-2114 b,2026,Transit,6.21,14.55,1036.7
TOI-5806 b,2026,Transit,3.1856,15.13,388.8
OGLE-2018-BLG-1011L c,2019,Microlensing,,13.2,23157.1
TOI-7169 b,2026,Transit,3.4373,16.53,1523.6
OGLE-2018-BLG-0677L b,2020,Microlensing,,1.82,24722.6
OGLE-2019-BLG-0679L b,2023,Microlensing,,13.1,18362.6
MOA-bin-1L b,2012,Microlensing,,13.0,16634.0
Kepler-365 b,2014,Transit,10.665,2.04,3388.7
KMT-2020-BLG-0414L c,2021,Microlensing,,11.9,3979.1
HD 11977 b,2005,Radial Velocity,711.0,12.7,221.6
Kepler-1038 b,2016,Transit,148.46,3.53,1905.2
Kepler-250 c,2014,Transit,7.1568,2.28,2480.7
eps CrB b,2012,Radial Velocity,417.9,12.7,227.9
TOI-521 b,2025,Transit,1.5429,1.98,198.8
OGLE-2015-BLG-0954L b,2016,Microlensing,,13.1,3913.9
KOI-134 c,2025,Transit Timing Variations,33.95,9.86,3780.8
HD 127195 c,2026,Radial Velocity,836.99,14.1,276.3
HD 125136 b,2026,Radial Velocity,849.77,13.3,395.5
KMT-2019-BLG-0953L b,2022,Microlensing,,4.06,23483.2
OGLE-2017-BLG-1691L b,2022,Microlensing,,3.92,23776.8
alf Ari b,2010,Radial Velocity,380.8,13.4,65.9
TOI-2180 b,2022,Transit,260.79,11.32,380.6
KMT-2024-BLG-0404L c,2025,Microlensing,,4.33,23515.8
Kepler-122 e,2014,Transit,37.993,2.6,3351.1
Kepler-411 c,2016,Transit,7.8344,4.42,501.2
OGLE-2018-BLG-1428L b,2021,Microlensing,,14.0,20286.9
KMT-2021-BLG-1689L b,2022,Microlensing,,7.71,23483.2
MOA-2010-BLG-073L b,2012,Microlensing,,12.4,9132.4
KMT-2017-BLG-2197L b,2025,Microlensing,,12.5,25440.2
KMT-2018-BLG-1988L b,2022,Microlensing,,2.22,13535.5
Kepler-302 b,2014,Transit,30.184,4.06,4574.6
GJ 3779 b,2018,Radial Velocity,3.0232,2.75,44.8
Kepler-985 b,2016,Transit,116.33,2.98,2215.8
Kepler-248 b,2014,Transit,6.3082,3.02,2409.6
Kepler-836 b,2016,Transit,11.361,2.73,3196.4
TOI-1224 c,2024,Transit,17.945,2.88,121.8
Kepler-142 d,2014,Transit,41.809,2.16,1789.6
OGLE-2019-BLG-0304L b,2021,Microlensing,,14.2,22765.7
MOA-2022-BLG-563L b,2024,Microlensing,,14.0,21298.0
KMT-2021-BLG-2010L b,2023,Microlensing,,13.8,23124.5
KMT-2024-BLG-1005L b,2025,Microlensing,,12.1,22667.8
KMT-2021-BLG-1077L c,2022,Microlensing,,10.6,26875.3
Kepler-1676 b,2020,Transit,29.922,3.38,
K2-65 b,2016,Transit,12.648,1.58,235.5
OGLE-2018-BLG-0799L b,2022,Microlensing,,10.9,13209.3
KMT-2023-BLG-0466L b,2026,Microlensing,,13.1,22178.6
BD+63 1405 b,2021,Radial Velocity,1198.5,12.4,124.1
WASP-73 b,2014,Transit,4.0872,15.92,1032.9
Kepler-733 b,2016,Transit,20.834,2.82,2989.9
Kepler-124 d,2014,Transit,30.951,1.11,1370.0
Kepler-244 c,2014,Transit,9.7673,2.05,3380.6
Kepler-2001 c,2023,Transit,14.093,1.82,2532.8
KMT-2021-BLG-0852L b,2026,Microlensing,,14.2,23581.1
Kepler-32 b,2011,Transit,5.9012,2.2,1056.2
TOI-5108 b,2025,Transit,6.7536,6.6,427.0
KMT-2016-BLG-2605L b,2021,Microlensing,,14.0,20942.5
OGLE-2018-BLG-0977L b,2022,Microlensing,,2.41,21200.1
OGLE-2007-BLG-368L b,2009,Microlensing,,4.72,19243.2
MOA-2011-BLG-262L b,2014,Microlensing,,4.29,23483.2
Kepler-132 c,2014,Transit,6.4149,1.28,1140.1
KMT-2025-BLG-0481L b,2026,Microlensing,,14.1,26027.2
KMT-2019-BLG-1339L b,2020,Microlensing,,13.7,19960.7
OGLE-2017-BLG-1140L b,2018,Microlensing,,13.5,
KMT-2022-BLG-1790L b,2025,Microlensing,,13.5,21134.9
KMT-2018-BLG-1996L b,2021,Microlensing,,13.7,19275.8
Kepler-47 b,2012,Transit,49.464,3.05,3343.2
HD 190007 b,2020,Radial Velocity,11.724,4.06,41.5
Kepler-1219 b,2016,Transit,16.105,2.12,2873.1
Kepler-1808 b,2021,Transit,23.34,3.03,3333.3
Kepler-824 b,2016,Transit,4.5144,1.87,3918.4
HD 95089 b,2009,Radial Velocity,464.4,13.7,446.7
Kepler-610 c,2016,Transit,151.86,3.3,2758.7
Kepler-410 A b,2013,Transit,17.834,2.84,481.2
DMPP-6 b,2026,Radial Velocity,7.6027,2.28,178.2
Gaia22dkvL b,2024,Microlensing,,14.1,4142.2
MOA-2022-BLG-249L b,2023,Microlensing,,2.04,6523.1
Kepler-1063 b,2016,Transit,14.08,1.49,1119.5
KMT-2021-BLG-1303L b,2022,Microlensing,,13.6,20482.6
OGLE-2018-BLG-0596L b,2019,Microlensing,,3.81,18427.8
KMT-2023-BLG-0830L b,2025,Microlensing,,4.41,23646.3
KMT-2023-BLG-0735L b,2024,Microlensing,,6.97,20841.4
KMT-2021-BLG-0320L b,2022,Microlensing,,6.2,22667.8
OGLE-2023-BLG-0766L b,2026,Microlensing,,13.7,24135.5
Kepler-1628 b,2016,Transit,76.378,6.43,1148.1
OGLE2-TR-L9 b,2008,Transit,2.4855,18.05,5308.6
TOI-5736 b,2025,Transit,0.64899,1.56,301.2
Kepler-1577 b,2016,Transit,6.3056,1.13,1663.5
K2-13 b,2015,Transit,39.915,1.89,1116.7
Kepler-122 f,2014,Transit,56.268,1.75,3351.1
Kepler-414 c,2014,Transit,7.171,3.01,1348.5
TOI-1533 b,2026,Transit,3.6458,2.89,326.3
Kepler-675 b,2016,Transit,2.3374,2.44,2171.2
Kepler-1489 c,2024,Transit,0.68074,0.51,4184.7
K2-190 c,2018,Transit,21.574,1.09,524.1
Kepler-276 c,2013,Transit,31.884,2.9,3734.0
HD 148164 b,2018,Radial Velocity,328.55,13.7,251.8
Kepler-1996 b,2023,Transit,32.376,2.26,1436.9
HIP 107772 b,2020,Radial Velocity,55.199,3.64,77.1
Kepler-446 c,2015,Transit,3.0362,1.11,314.2
KIC 3526061 b,2022,Radial Velocity,3552.0,12.1,1308.6
HD 11964 c,2008,Radial Velocity,37.91,5.38,109.4
Kepler-1482 b,2016,Transit,12.254,1.01,1851.1
TOI-5515 b,2026,Transit,8.5923,2.65,441.8
TOI-2184 b,2022,Transit,6.9068,11.4,2571.1
HD 102329 c,2016,Radial Velocity,1123.0,13.5,708.1
HD 39194 b,2021,Radial Velocity,5.6369,1.99,86.1
HD 199509 b,2022,Radial Velocity,99.622,7.43,79.3
Kepler-325 d,2014,Transit,38.715,2.79,2685.1
Kepler-1940 b,2021,Transit,4.9506,1.55,2604.7
TOI-2545 b,2022,Transit,7.994,2.75,349.4
Kepler-1612 b,2016,Transit,3.918,1.03,2494.2
HD 136352 c,2019,Radial Velocity,27.592,2.92,47.9
EPIC 201615463 c,2019,Transit,3.8046,1.22,1555.4
Kepler-225 b,2014,Transit,6.739,1.2,1830.1
HD 20868 b,2008,Radial Velocity,380.85,13.7,155.6
Kepler-1930 b,2021,Transit,13.027,1.53,899.2
Kepler-1439 b,2016,Transit,8.0739,1.46,735.1
HD 155193 b,2021,Radial Velocity,352.65,14.0,188.5
TOI-1266 c,2020,Transit,18.803,1.98,117.5
Kepler-1536 b,2016,Transit,364.76,3.14,1263.0
HD 134987 b,1999,Radial Velocity,258.18,13.5,85.4
Kepler-961 b,2016,Transit,16.877,2.55,1873.2
Kepler-539 b,2016,Transit,125.63,8.37,1002.3
HD 5278 c,2021,Radial Velocity,40.87,4.49,187.8
Kepler-319 c,2014,Transit,6.9414,2.63,1642.0
HD 179079 b,2008,Radial Velocity,14.479,,227.4
Kepler-1099 b,2016,Transit,2.1685,2.83,3335.9
Kepler-244 d,2014,Transit,20.05,2.31,3380.6
NY Vir c,2019,Eclipse Timing Variations,8799.0,12.8,1774.4
Kepler-377 b,2014,Transit,12.51,1.39,2686.9
Kepler-879 b,2016,Transit,33.386,2.57,2618.0
Kepler-705 b,2016,Transit,56.056,2.11,903.1
Kepler-163 c,2014,Transit,21.347,2.26,2249.9
TOI-778 b,2023,Transit,4.6336,15.4,527.5
Kepler-1355 b,2016,Transit,1.2896,1.46,2972.2
KOI-134 b,2025,Transit,67.128,12.04,3780.8
Kepler-138 b,2014,Transit,10.313,0.64,218.1
Kepler-1542 e,2016,Transit,5.1012,0.76,1301.7
Kepler-1579 b,2016,Transit,0.84991,0.84,1519.9
K2-264 c,2018,Transit,19.66,2.67,605.4
Kepler-1073 d,2021,Transit,2.5048,1.49,2641.5
Kepler-510 b,2016,Transit,19.557,2.47,1259.5
HD 164509 b,2012,Radial Velocity,280.17,14.3,173.2
TIC 34085383 b,2026,Transit,3.4779,3.92,486.4
TYC 3667-1280-1 b,2016,Radial Velocity,26.468,12.8,1557.4
HATS-59 c,2018,Radial Velocity,1422.0,12.3,2096.8
Kepler-1605 b,2016,Transit,85.757,1.08,1781.6
Ross 458 c,2010,Imaging,,14.01,37.5
SR 12 AB c,2010,Imaging,,12.3,366.3
HD 187123 b,1998,Radial Velocity,3.0966,14.2,149.9
OGLE-TR-132 b,2004,Transit,1.6899,13.45,6564.3
OGLE-TR-56 b,2002,Transit,1.2119,15.28,922.5
WASP-156 b,2017,Transit,3.8362,6.15,398.1
HD 22781 b,2011,Radial Velocity,528.07,12.3,106.3
Kepler-16 b,2011,Transit,228.78,8.45,244.9
Kepler-27 c,2011,Transit,31.331,4.9,3406.2
WASP-23 b,2010,Transit,2.9444,10.78,676.7
Kepler-27 b,2011,Transit,15.335,4.0,3406.2
HD 114783 b,2001,Radial Velocity,493.7,13.7,68.7
HD 19994 b,2003,Radial Velocity,466.2,13.6,73.5
47 UMa b,1996,Radial Velocity,1078.0,13.2,45.0
Kepler-18 c,2011,Transit,7.6416,5.49,1412.4
Kepler-18 b,2011,Transit,3.5047,2.0,1412.4
Kepler-31 c,2011,Transit,42.632,5.3,5429.3
Kepler-32 e,2012,Transit,2.896,1.5,1056.2
61 Vir b,2009,Radial Velocity,4.215,2.11,27.7
61 Vir c,2009,Radial Velocity,38.021,4.46,27.7
47 UMa d,2009,Radial Velocity,14002.0,13.5,45.0
47 UMa c,2001,Radial Velocity,2391.0,14.2,45.0
BD-08 2823 c,2009,Radial Velocity,237.6,12.5,134.8
CoRoT-23 b,2011,Transit,3.6313,11.77,3460.4
Kepler-18 d,2011,Transit,14.859,6.98,1412.4
HATS-1 b,2012,Transit,3.4465,14.59,926.2
HD 47186 c,2008,Radial Velocity,1353.6,13.0,122.2
HD 196885 A b,2007,Radial Velocity,1333.0,13.2,111.4
CoRoT-6 b,2009,Transit,8.8866,13.07,2104.7
HR 8799 b,2008,Imaging,170000.0,13.0,134.5
HAT-P-37 b,2011,Transit,2.7974,13.2,1273.9
Kepler-42 b,2011,Transit,1.2138,0.78,130.7
Kepler-32 d,2012,Transit,22.78,2.7,1056.2
Kepler-32 f,2012,Transit,0.74296,0.82,1056.2
BD+20 2457 b,2009,Radial Velocity,379.63,12.1,5021.9
HR 8799 d,2008,Imaging,37000.0,13.0,134.5
GJ 179 b,2009,Radial Velocity,2288.0,13.8,40.3
SWEEPS-4 b,2006,Transit,4.2,9.08,27723.3
Kepler-42 c,2011,Transit,0.45329,0.73,130.7
Kepler-33 c,2011,Transit,13.176,3.2,3943.7
Kepler-35 b,2011,Transit,131.46,8.16,5933.3
CoRoT-16 b,2011,Transit,5.3523,13.11,2388.8
HD 240210 b,2009,Radial Velocity,501.75,12.8,1214.6
BD+20 2457 c,2009,Radial Velocity,621.99,12.4,5021.9
HD 110014 b,2009,Radial Velocity,835.48,12.4,328.6
HIP 5158 b,2009,Radial Velocity,345.72,13.6,168.3
Kepler-33 e,2011,Transit,31.784,4.02,3943.7
Kepler-33 d,2011,Transit,21.776,5.35,3943.7
BD+20 274 b,2012,Radial Velocity,578.2,13.0,4313.4
KELT-1 b,2012,Transit,1.2175,12.44,875.5
CoRoT-5 b,2009,Transit,4.0379,15.56,2878.2
HD 134987 c,2009,Radial Velocity,5000.0,13.9,85.4
HD 147018 b,2009,Radial Velocity,44.236,13.4,131.9
Kepler-33 f,2011,Transit,41.029,4.46,3943.7
Kepler-31 b,2011,Transit,20.861,5.5,5429.3
Kepler-34 b,2011,Transit,288.82,8.56,5873.5
HD 45350 b,2004,Radial Velocity,963.6,13.5,152.9
HD 147018 c,2009,Radial Velocity,1008.0,12.7,131.9
CFBDSIR J145829+101343 b,2011,Imaging,10038.0,12.4,75.3
HD 220773 b,2011,Radial Velocity,3724.7,13.6,164.7
HD 147513 b,2003,Radial Velocity,528.4,13.7,42.1
HD 129445 b,2009,Radial Velocity,1840.0,13.3,220.0
WASP-5 b,2008,Transit,1.6284,12.18,1008.3
OGLE-TR-111 b,2004,Transit,4.0144,11.42,3484.4
HD 8535 b,2010,Radial Velocity,1313.0,14.0,180.8
MOA-2009-BLG-266L b,2011,Microlensing,2800.0,3.21,9915.1
GJ 667 C b,2012,Radial Velocity,7.203,2.25,23.6
HIP 5158 c,2011,Radial Velocity,9017.8,12.2,168.3
HAT-P-23 b,2010,Transit,1.2129,15.33,1189.9
HAT-P-20 b,2010,Transit,2.8753,9.72,231.7
